Symbol,Name,Sector,Industry,Exchange,ETF,Winners 1,Winners 1 First Seen,Winners 5,Winners 5 First Seen,Winners 10,Winners 10 First Seen,Winners 30,Winners 30 First Seen,Winners 50,Winners 50 First Seen,Winners 70,Winners 70 First Seen,Winners 100,Winners 100 First Seen,Loosers 1,Loosers 1 First Seen,Loosers 5,Loosers 5 First Seen,Loosers 10,Loosers 10 First Seen,Loosers 30,Loosers 30 First Seen,Loosers 50,Loosers 50 First Seen,Loosers 70,Loosers 70 First Seen,Loosers 100,Loosers 100 First Seen,Random 1,Random 1 First Seen,Random 5,Random 5 First Seen,Random 10,Random 10 First Seen,Random 30,Random 30 First Seen,Random 50,Random 50 First Seen,Random 70,Random 70 First Seen,Random 100,Random 100 First Seen,Random 120,Random 120 First Seen,Screener,Screener Max,Screener First Seen,Screener First Seen Close,Financials Market Cap,Financials Total Cash,Financials Total Debt,Financials Quick Ratio,Financials Current Ratio,Financials Total Revenue,Financials Debt To Equity,Financials Return On Assets,Financials Return On Equity,Financials Free Cashflow,Financials Operating Cashflow
SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,NCM,XLV,0,,0,,1,2024-05-11 06:18:17.775295,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,2024-06-24 20:11:52.840177,305,2024-05-11 06:19:14.998077,0,,0,,0,,0,,0,,"Winners 10,Random 5,Random 10",Random 10,2024-05-11 06:18:17.775295,5.289999961853027,56981924,14519000,225000,5.515,8.059,39488000,0.865,0.027209999,0.03455,7576125,4679000
SRTTY,"ZOZO, Inc.",Consumer Cyclical,Internet Retail,PNK,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6,2024-08-22 20:15:00.133210,0,,0,,0,,0,,0,,Random 10,Random 10,2024-08-22 20:15:00.133210,6.21999979019165,9257584640,36268998656,20163999744,1.314,1.479,216772001792,22.83,0.25729,0.54282004,,
SRZN,"Surrozen, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,0,,0,,2,2024-11-01 06:32:25.784194,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-11-01 06:32:25.784194,13.4399995803833,81858272,101645000,7968000,9.854,10.018,11638000,140.43,-0.21413,-4.56319,-4874000,-18161000
SSP,The E.W. Scripps Company,Communication Services,Broadcasting,NMS,XLC,0,,2,2025-03-13 06:32:05.239643,0,,0,,0,,0,,0,,0,,1,2024-11-04 19:30:49.976095,1,2024-02-08 06:17:55.098970,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 5,Loosers 10",Winners 5,2024-02-08 06:17:55.098970,5.639999866485596,221030448,31660000,2623704064,1.268,1.268,2439152128,203.389,0.04816,0.08441,,
SSRM,SSR Mining Inc.,Basic Materials,Gold,NMS,XLB,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-02-14 06:17:53.086228,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 5,Loosers 5,2024-02-14 06:17:53.086228,4.5,3087367424,438492992,356631008,1.155,2.386,1302616064,8.729,0.0554,0.03437,149453744,336276992
SST,"System1, Inc.",Industrials,Specialty Business Services,NYQ,XLI,1,2025-01-22 06:30:08.262274,0,,1,2025-07-03 06:37:35.816240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 10",Winners 1,2025-01-22 06:30:08.262274,0.8199999928474426,145332864,63648000,267364992,1.117,1.179,317055008,500.271,-0.08339,-0.98574996,46470000,9310000
SSTI,"SoundThinking, Inc.",Technology,Software - Application,NCM,XLK,0,,0,,0,,1,2025-02-27 06:32:01.026515,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2025-02-27 06:32:01.026515,16.90999984741211,144726800,11841000,5814000,0.756,0.822,104970000,7.873,-0.02787,-0.104370005,15189500,17102000
SSY,"SunLink Health Systems, Inc.",Healthcare,Pharmaceutical Retailers,ASE,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,2025-07-23 06:44:43.963340,0,,0,,0,,0,,0,,0,,Random 5,Random 5,2025-07-23 06:44:43.963340,1.190000057220459,7181412,7466000,668000,2.972,3.915,31094000,4.981,-0.13623999,-0.22336,1482000,-2929000
SSYRF,Sassy Gold Corp.,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,3,2024-07-10 20:10:21.471824,0,,0,,0,,0,,0,,0,,8,2024-01-19 06:18:30.532810,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-01-19 06:18:30.532810,0.0355499982833862,527728,522804,0,0.824,1.082,,,-0.40675998,-0.66780996,2795543,1440359
SSYS,Stratasys Ltd.,Technology,Computer Hardware,NMS,XLK,0,,0,,0,,1,2024-11-14 06:31:43.735567,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-11-14 06:31:43.735567,10.109999656677246,929499072,150060992,31284000,1.822,3.02,564454016,3.986,-0.03719,-0.13005,34173248,5028000
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,NGM,XLV,0,,0,,0,,2,2025-08-05 18:06:51.126759,0,,0,,0,,0,,0,,0,,1,2025-02-13 06:32:12.059583,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 30,Loosers 30",Winners 30,2025-02-13 06:32:12.059583,16.479999542236328,1350814848,189883008,40520000,3.832,4.943,224448992,12.039,-0.10709,-0.25553,6414375,-28525000
STEC,Santech Holdings Limited,Technology,Software - Application,NCM,XLK,5,2024-08-20 20:11:29.196015,2,2024-11-01 06:32:16.189467,0,,0,,0,,0,,0,,1,2024-12-06 06:32:58.396242,2,2024-10-17 19:52:06.664954,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 1,Loosers 5",Winners 1,2024-08-20 20:11:29.196015,0.4300000071525574,59808000,11305000,0,1.021,1.021,10672000,,-0.00625,-0.29878,,
STEM,"Stem, Inc.",Utilities,Utilities - Renewable,NYQ,XLU,1,2024-10-04 06:30:02.897081,0,,0,,3,2025-07-21 06:40:27.376529,0,,0,,0,,0,,0,,0,,1,2025-07-30 06:45:15.546211,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 30,Loosers 30",Winners 30,2024-10-04 06:30:02.897081,1.3600000143051147,106320760,58584000,593582016,0.776,0.92,151627008,,-0.085930005,,86518752,-27493000
STFS,Star Fashion Culture Holdings Limited,Communication Services,Advertising Agencies,NCM,XLC,0,,0,,0,,3,2025-01-09 06:30:18.630356,0,,0,,0,,0,,1,2025-01-23 06:32:02.874839,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 30,Loosers 5",Winners 30,2025-01-09 06:30:18.630356,11.84000015258789,71634496,48186204,4550000,2.003,2.432,122290560,7.253,0.00461,0.0156,5323585,-6240032
STG,Sunlands Technology Group,Consumer Defensive,Education & Training Services,NYQ,XLP,0,,0,,3,2024-09-04 09:44:19.142974,0,,0,,0,,0,,0,,6,2024-08-30 20:14:21.823017,1,2024-09-16 06:31:53.033039,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Loosers 5,Loosers 10",Loosers 5,2024-08-30 20:14:21.823017,4.789999961853027,130431328,796899008,160920000,0.86,0.983,1954589056,24.379,0.07797,0.57607,,
STGZ,Stargaze Entertainment Group Inc.,Communication Services,Entertainment,OQB,XLC,29,2024-05-24 14:15:30.094596,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,97,2024-12-09 21:36:39.239025,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Random 1",Random 1,2024-05-24 14:15:30.094596,0.0148999998345971,10136880,5540,100000,5.44,5.44,875294,,0.23702998,19.33842,,
STIM,"Neuronetics, Inc.",Healthcare,Medical Devices,NGM,XLV,0,,2,2024-03-20 06:17:59.460181,0,,0,,0,,0,,0,,8,2024-08-12 13:35:24.643704,2,2024-05-07 15:23:41.511268,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 1,Loosers 5",Loosers 1,2024-03-20 06:17:59.460181,4.269999980926514,273095424,10969000,80657000,1.34,2.019,111106000,255.997,-0.20343,-1.9079201,-25309500,-34510000
STIXF,"Semantix, Inc.",Technology,Software - Application,PNK,XLK,9,2024-05-23 14:14:50.015498,0,,0,,0,,0,,0,,0,,16,2024-05-20 18:06:02.004738,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-05-20 18:06:02.004738,0.0299999993294477,7844,111434000,119840000,4.156,4.558,223636992,43.344,-0.18163,-0.42591998,-42305876,-192704992
STKXF,StrikePoint Gold Inc.,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,5,2024-06-21 20:11:56.149792,0,,0,,0,,0,,0,,0,,4,2024-06-04 20:11:27.533505,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-06-04 20:11:27.533505,0.0261000003665685,2437890,1385604,0,1.53,1.851,,,-0.98886,-2.77114,-1900357,-3999523
STLNF,Stallion Uranium Corp.,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,8,2024-07-01 20:10:32.837565,0,,0,,0,,0,,0,,0,,3,2024-07-02 20:10:44.956150,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-07-01 20:10:32.837565,0.0710999965667724,7172112,855540,0,1.194,1.318,,,-0.58444,-0.98407,2455799,-662191
STM,STMicroelectronics N.V.,Technology,Semiconductors,NYQ,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-07-25 06:42:58.759826,2,2024-07-25 20:10:58.728426,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Loosers 30,Loosers 50",Loosers 50,2024-07-25 20:10:58.728426,33.470001220703125,22490175488,5629000192,3176999936,1.841,2.74,11854999552,17.666,0.01911,0.03763,-472750016,2332000000
STMEF,STMicroelectronics N.V.,Technology,Semiconductors,PNK,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,2024-07-25 20:10:58.728426,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 50,Loosers 50,2024-07-25 20:10:58.728426,33.939998626708984,22320404480,5629000192,3176999936,1.841,2.74,11854999552,17.666,0.01911,0.03763,-472750016,2332000000
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,NYQ,XLE,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,197,2024-05-03 06:20:59.290006,0,,Random 100,Random 100,2024-05-03 06:20:59.290006,71.5,2331444992,566540992,909894016,4.76,4.951,916163968,30.408,0.04442,0.12128,570470848,522804000
STOCF,Stock Trend Capital Inc.,Financial Services,Asset Management,PNK,XLF,3,2025-02-09 19:11:58.411432,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2025-02-09 19:11:58.411432,0.0104000000283122,4093500,2351270,0,5.16,7.337,-649161,,-0.28531,0.098529994,-1193352,1376940
STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,0,,1,2025-08-14 06:40:55.869783,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,2025-01-07 16:54:06.264471,74,2024-11-08 06:33:19.883133,0,,0,,0,,0,,"Winners 30,Random 10,Random 30",Random 30,2024-11-08 06:33:19.883133,13.270000457763672,715219392,357324000,4212000,8.01,8.409,190908000,1.203,0.078099996,0.20502001,60200000,69542000
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,NMS,XLP,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-02-28 06:33:30.195700,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 100,Loosers 100,2025-02-28 06:33:30.195700,79.80000305175781,1848217984,164950000,120302000,1.036,1.257,1242475008,7.218,0.04912,0.06886,125355248,166260000
STRL,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction,NMS,XLI,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,2024-04-17 06:22:02.402972,2,2024-09-11 06:34:10.448272,"Random 100,Random 120",Random 100,2024-04-17 06:22:02.402972,99.69000244140624,9207769088,699372992,343143008,1.393,1.422,2137991040,37.651,0.09516,0.38217,246318752,496854016
STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,NGM,XLV,0,,0,,0,,0,,0,,0,,0,,1,2025-03-17 06:34:18.892746,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2025-03-17 06:34:18.892746,0.8100000023841858,68022816,205131008,19593000,2.871,3.12,104473000,,-0.27544,-3.4764001,-174624880,-248860992
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,NGM,XLY,0,,0,,0,,6,2024-08-10 16:51:41.033144,6,2024-08-10 16:51:41.033144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 30,Winners 50",Winners 30,2024-08-10 16:51:41.033144,30.0,289229920,62106000,13000000,1.57,2.329,556108032,5.541,0.04284,0.09203,46522500,60989000
STRW,"Strawberry Fields REIT, Inc.",Real Estate,REIT - Healthcare Facilities,ASE,XLRE,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-12-06 06:33:06.671135,4,2024-07-22 19:29:12.535115,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Loosers 10,Loosers 30",Loosers 30,2024-07-22 19:29:12.535115,10.06999969482422,590650624,42314000,713518976,1.596,2.603,126557000,818.331,0.05717,0.40620998,44002500,76171000
STTDF,Standard Uranium Ltd.,Energy,Uranium,OQB,XLE,3,2024-06-10 20:37:03.303817,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-06-10 20:37:03.303817,0.1033999994397163,3269726,246643,0,0.464,0.534,,,-0.0651,-0.21530001,-1287624,-1102498
STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,7,2023-12-15 06:18:11.680668,0,,0,,0,,0,,0,,2,2024-10-02 06:31:56.887693,0,,0,,0,,0,,0,,0,,109,2024-06-17 20:10:54.805652,104,2024-05-15 06:20:54.284063,9,2024-05-04 06:20:04.816517,0,,0,,0,,0,,"Winners 10,Loosers 5,Random 5,Random 10,Random 30",Random 5,2023-12-15 06:18:11.680668,6.960000038146973,36229188,60898000,3193000,8.325,9.078,4606000,4.724,-0.41772997,-0.71903,-30339250,-56386000
STTTF,Splitit Payments Ltd,Technology,Software - Infrastructure,PNK,XLK,0,,0,,0,,0,,0,,0,,0,,2,2024-01-08 20:24:05.415670,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-01-08 20:24:05.415670,0.0199999995529651,55338,13773000,57800000,11.159,11.406,11388000,351.09,-0.09708,-1.03805,-10925875,-13121000
STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,ASE,XLV,0,,1,2024-04-03 06:18:24.910250,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-04-03 06:18:24.910250,3.009999990463257,225627008,6967000,5727000,0.548,1.056,31806000,84.819,-0.35027,-1.9862199,,
SUGP,SU Group Holdings Limited,Industrials,Security & Protection Services,NCM,XLI,1,2025-07-25 06:39:47.853466,3,2024-09-11 06:29:00.909612,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5",Winners 5,2024-09-11 06:29:00.909612,2.6700000762939453,8949639,40923580,3960776,2.41,3.373,198231296,4.142,-0.0104600005,-0.042940002,-11414567,-2741361
SUNWQ,"Sunworks, Inc.",Technology,Solar,PNK,XLK,0,,0,,0,,0,,0,,0,,0,,2,2024-02-18 17:37:30.366634,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-02-18 17:37:30.366634,0.0289999991655349,5678,2197000,6251000,0.73,1.236,154863008,28.928,-0.25504,-1.35469,-10207500,-26045000
SUP,"Superior Industries International, Inc.",Consumer Cyclical,Auto Parts,NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,1,2025-05-13 06:36:29.653052,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2025-05-13 06:36:29.653052,0.800000011920929,9576233,55528000,493964992,0.623,1.493,1272669952,3480.342,0.025840001,-0.79403996,62738624,38350000
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NGM,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-02-20 06:32:38.477403,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 50,Loosers 50,2025-02-20 06:32:38.477403,33.52000045776367,2311893760,522596000,31774000,2.317,2.58,665124992,2.987,0.02387,0.06382,150124368,187060000
SURG,"SurgePays, Inc.",Communication Services,Telecom Services,NCM,XLC,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,2024-03-13 19:35:39.414570,17,2024-02-13 06:19:10.385909,0,,0,,0,,0,,0,,"Random 5,Random 10",Random 10,2024-02-13 06:19:10.385909,8.970000267028809,59601580,5397770,4121780,1.374,1.716,40029468,52.969,-0.74948,-1.71293,-16864534,-32314144
SVM,Silvercorp Metals Inc.,Basic Materials,Silver,ASE,XLB,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,87,2024-08-22 06:32:56.256591,1,2024-10-21 06:35:50.618912,0,,0,,0,,0,,0,,"Random 5,Random 10",Random 5,2024-08-22 06:32:56.256591,3.890000104904175,986684288,369056000,111984000,4.85,5.054,298895008,13.437,0.06999,0.110139996,38088248,138631008
SVMFF,Silver Valley Metals Corp.,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,0,,0,,0,,0,,0,,0,,0,,4,2024-03-12 06:18:06.846050,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-03-12 06:18:06.846050,0.0309999994933605,1896240,545503,55082,1.236,1.289,,1.526,-0.048299998,-0.060549997,-910797,-76741
SVMLF,Sovereign Metals Limited,Basic Materials,Other Industrial Metals & Mining,OQX,XLB,22,2024-05-22 19:33:49.285031,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-05-22 19:33:49.285031,0.5299999713897705,311177664,33531688,109291,6.368,6.44,,0.304,-0.47529,-0.77739996,-15028105,-23439738
SVNDY,"Seven & i Holdings Co., Ltd.",Consumer Defensive,Grocery Stores,PNK,XLP,0,,0,,0,,2,2024-08-19 17:50:55.091260,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-08-19 17:50:55.091260,14.800000190734863,35176677376,1465540935680,4031039930368,0.545,0.808,10367668322304,101.732,0.02385,0.05314,384048365568,875674992640
SVRE,SaverOne 2014 Ltd.,Technology,Scientific & Technical Instruments,NCM,XLK,0,,3,2024-10-28 06:31:50.691289,0,,0,,0,,0,,0,,1,2024-10-25 06:31:34.959240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 1",Winners 5,2024-10-25 06:31:34.959240,0.0869999974966049,11955950,13298000,7411000,1.277,1.823,1683000,69.718,-0.81808,-3.2957299,-24214876,-34406000
SVRSF,Silver Storm Mining Ltd.,Basic Materials,Silver,OQB,XLB,1,2024-09-18 06:29:55.275243,0,,0,,0,,0,,0,,0,,1,2024-01-19 06:18:30.532810,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-01-19 06:18:30.532810,0.1000000014901161,108460960,2353167,1203417,0.358,0.505,,6.501,-0.22051,-0.73721004,-5448617,-8524627
SVTNF,Lodestar Metals Corp.,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,0,,0,,0,,0,,0,,0,,0,,1,2024-01-26 06:17:34.119377,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-01-26 06:17:34.119377,0.018300000578165,1751450,531223,0,11.257,11.616,,,-0.08031999,0.24823,-1691538,-566693
SVVC,"Firsthand Technology Value Fund, Inc.",Financial Services,Asset Management,OQB,XLF,0,,0,,0,,0,,0,,0,,0,,2,2024-02-18 17:37:30.366634,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-02-18 17:37:30.366634,0.2300000041723251,482514,2536,0,0.676,0.676,83756,,-0.19413,1.3317599,-5013952,-108
SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,NMS,XLI,0,,0,,1,2025-03-06 06:31:37.512853,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2025-03-06 06:31:37.512853,7.46999979019165,860080000,26943000,312278016,1.384,2.385,521828000,78.378,0.015240001,-0.03287,17166500,32491000
SWIN,Solowin Holdings,Financial Services,Capital Markets,NCM,XLF,0,,2,2024-08-15 20:10:27.254305,0,,8,2024-04-12 17:14:17.608840,2,2024-05-21 06:20:59.231023,0,,0,,0,,1,2024-02-02 06:16:50.683455,4,2024-05-23 19:47:00.160336,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Winners 30,Winners 50,Loosers 5,Loosers 10",Winners 30,2024-02-02 06:16:50.683455,3.990000009536743,235765600,3838000,1080000,0.542,1.289,3316000,22.828,-0.61626,-1.25053,,-1057000
SWISF,Sekur Private Data Ltd.,Technology,Software - Application,OQB,XLK,6,2024-08-22 06:28:02.085658,0,,0,,0,,0,,0,,0,,1,2024-03-01 06:18:16.582708,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-03-01 06:18:16.582708,0.0399999991059303,10714650,950738,68482,2.597,2.788,457081,7.345,-0.98977,-2.18298,-1013482,-1756016
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,NMS,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-05-02 06:21:06.877493,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 100,Loosers 100,2024-05-02 06:21:06.877493,90.3000030517578,10550262784,1317900032,1207800064,1.422,2.387,4011699968,21.368,0.04631,0.06609,1123837440,1576899968
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,0,,0,,0,,2,2025-02-10 19:03:30.858717,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,105,2024-04-12 17:15:12.765617,0,,0,,0,,"Winners 70,Random 50",Random 50,2024-04-12 17:15:12.765617,43.5,3540649728,287872992,7393000,3.99,4.331,219670000,1.771,-0.28474,-0.51569,-94371752,-165428000
SWVL,Swvl Holdings Corp.,Industrials,Railroads,NCM,XLI,0,,3,2024-02-13 06:18:49.918669,20,2024-03-02 06:18:16.110307,0,,0,,0,,0,,0,,4,2024-01-14 18:52:00.647444,2,2024-06-21 20:12:39.996948,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Winners 10,Loosers 5,Loosers 10",Winners 10,2024-01-14 18:52:00.647444,4.889999866485596,38901184,4958983,1205267,0.565,0.648,17207362,,-0.2861,-4.23388,-1203548,-3565317
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,NYQ,XLB,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,22,2024-05-25 06:21:36.601013,0,,0,,0,,0,,Random 30,Random 30,2024-05-25 06:21:36.601013,10.630000114440918,634144576,186200000,496100000,1.402,2.615,1846200064,70.17,0.04638,0.11939,176700000,211400000
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,NYQ,XLB,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,2025-08-05 08:18:45.377285,Random 120,Random 120,2025-08-05 08:18:45.377285,113.4000015258789,4952396800,56686000,736398976,1.556,4.245,1575587968,63.641,0.06301,0.121759996,41718876,137508992
SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NCM,XLV,1,2025-02-25 06:30:55.076862,2,2024-04-17 06:21:05.323893,0,,0,,0,,0,,0,,0,,1,2025-03-11 06:34:03.577732,1,2025-02-26 06:33:45.347994,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 5,Loosers 10",Winners 5,2024-04-17 06:21:05.323893,1.1597000360488892,184484528,18236824,983877,3.329,3.542,1740907,6.372,-0.07481,-0.22497,-2754658,-2345333
SXTP,"60 Degrees Pharmaceuticals, Inc.",Healthcare,Biotechnology,NCM,XLV,1,2024-07-19 13:33:28.491832,5,2024-08-12 06:28:45.552793,0,,0,,0,,0,,0,,1,2024-01-25 06:18:52.948832,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 1",Winners 5,2024-01-25 06:18:52.948832,0.6000000238418579,4484418,3451500,155274,2.186,3.135,802323,3.854,-0.89532995,-1.83981,630069,-6105016
SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,5,2023-12-23 06:16:51.449002,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2023-12-23 06:16:51.449002,3.640000104904175,16374540,17027000,0,3.564,3.626,0,,-0.11281,-0.48999,-3678000,-3217000
SYM,Symbotic Inc.,Industrials,Specialty Industrial Machinery,NGM,XLI,0,,0,,0,,0,,1,2024-11-20 06:33:25.133998,0,,0,,0,,0,,0,,6,2024-07-30 13:38:23.404775,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 50,Loosers 30",Loosers 30,2024-07-30 13:38:23.404775,30.365699768066406,32837316608,777576000,0,0.873,1.083,2193030912,,-0.02517,-0.14156,178500992,236876000
